Entity,Code,Day,daily_vaccinations
Alabama,,2021-01-13,5906
Alabama,,2021-01-14,7083
Alabama,,2021-01-15,7478
Alabama,,2021-01-16,7498
Alabama,,2021-01-17,7509
Alabama,,2021-01-18,7517
Alabama,,2021-01-19,7523
Alabama,,2021-01-20,7880
Alabama,,2021-01-21,10517
Alabama,,2021-01-22,14107
Alabama,,2021-01-23,16202
Alabama,,2021-01-24,18294
Alabama,,2021-01-25,18196
Alabama,,2021-01-26,17738
Alabama,,2021-01-27,18178
Alabama,,2021-01-28,16153
Alabama,,2021-01-29,14514
Alabama,,2021-01-30,17271
Alabama,,2021-01-31,15748
Alabama,,2021-02-01,15381
Alabama,,2021-02-02,16703
Alabama,,2021-02-03,17414
Alabama,,2021-02-04,18491
Alabama,,2021-02-05,18526
Alabama,,2021-02-06,16105
Alabama,,2021-02-07,15480
Alabama,,2021-02-08,15622
Alabama,,2021-02-09,17012
Alabama,,2021-02-10,18209
Alabama,,2021-02-11,19258
Alabama,,2021-02-12,20074
Alabama,,2021-02-13,20855
Alabama,,2021-02-14,21417
Alabama,,2021-02-15,22405
Alabama,,2021-02-16,20816
Alabama,,2021-02-17,19174
Alabama,,2021-02-18,18400
Alabama,,2021-02-19,24002
Alabama,,2021-02-20,25111
Alabama,,2021-02-21,25194
Alabama,,2021-02-22,24164
Alabama,,2021-02-23,25489
Alabama,,2021-02-24,27098
Alabama,,2021-02-25,27531
Alabama,,2021-02-26,22104
Alabama,,2021-02-27,22022
Alabama,,2021-02-28,21984
Alabama,,2021-03-01,22111
Alabama,,2021-03-02,22436
Alabama,,2021-03-03,22904
Alabama,,2021-03-04,23916
Alabama,,2021-03-05,24388
Alabama,,2021-03-06,24087
Alabama,,2021-03-07,23947
Alabama,,2021-03-08,24040
Alabama,,2021-03-09,24118
Alabama,,2021-03-10,24827
Alabama,,2021-03-11,25376
Alabama,,2021-03-12,26375
Alabama,,2021-03-13,26935
Alabama,,2021-03-14,26926
Alabama,,2021-03-15,27106
Alabama,,2021-03-16,27331
Alabama,,2021-03-17,27167
Alabama,,2021-03-18,25752
Alabama,,2021-03-19,25356
Alabama,,2021-03-20,24649
Alabama,,2021-03-21,24865
Alabama,,2021-03-22,24693
Alabama,,2021-03-23,25307
Alabama,,2021-03-24,25490
Alabama,,2021-03-25,27004
Alabama,,2021-03-26,26387
Alabama,,2021-03-27,26439
Alabama,,2021-03-28,26634
Alabama,,2021-03-29,26759
Alabama,,2021-03-30,26885
Alabama,,2021-03-31,26617
Alabama,,2021-04-01,27555
Alabama,,2021-04-02,28865
Alabama,,2021-04-03,28769
Alabama,,2021-04-04,28533
Alabama,,2021-04-05,28325
Alabama,,2021-04-06,28468
Alabama,,2021-04-07,29498
Alabama,,2021-04-08,29195
Alabama,,2021-04-09,29696
Alabama,,2021-04-10,31155
Alabama,,2021-04-11,31967
Alabama,,2021-04-12,32519
Alabama,,2021-04-13,32914
Alabama,,2021-04-14,33381
Alabama,,2021-04-15,33007
Alabama,,2021-04-16,32034
Alabama,,2021-04-17,30766
Alabama,,2021-04-18,29953
Alabama,,2021-04-19,29296
Alabama,,2021-04-20,28635
Alabama,,2021-04-21,27377
Alabama,,2021-04-22,26702
Alaska,,2021-01-13,2842
Alaska,,2021-01-14,3379
Alaska,,2021-01-15,4400
Alaska,,2021-01-16,4381
Alaska,,2021-01-17,4369
Alaska,,2021-01-18,4362
Alaska,,2021-01-19,4356
Alaska,,2021-01-20,4230
Alaska,,2021-01-21,4187
Alaska,,2021-01-22,4580
Alaska,,2021-01-23,4997
Alaska,,2021-01-24,5225
Alaska,,2021-01-25,5003
Alaska,,2021-01-26,4545
Alaska,,2021-01-27,4758
Alaska,,2021-01-28,4850
Alaska,,2021-01-29,4186
Alaska,,2021-01-30,3846
Alaska,,2021-01-31,3619
Alaska,,2021-02-01,3570
Alaska,,2021-02-02,3613
Alaska,,2021-02-03,3453
Alaska,,2021-02-04,3440
Alaska,,2021-02-05,3372
Alaska,,2021-02-06,3411
Alaska,,2021-02-07,3785
Alaska,,2021-02-08,4131
Alaska,,2021-02-09,4204
Alaska,,2021-02-10,4356
Alaska,,2021-02-11,4620
Alaska,,2021-02-12,4776
Alaska,,2021-02-13,5142
Alaska,,2021-02-14,5393
Alaska,,2021-02-15,5212
Alaska,,2021-02-16,5448
Alaska,,2021-02-17,5337
Alaska,,2021-02-18,5268
Alaska,,2021-02-19,6970
Alaska,,2021-02-20,7466
Alaska,,2021-02-21,7330
Alaska,,2021-02-22,7266
Alaska,,2021-02-23,6988
Alaska,,2021-02-24,7148
Alaska,,2021-02-25,7201
Alaska,,2021-02-26,5444
Alaska,,2021-02-27,4591
Alaska,,2021-02-28,4229
Alaska,,2021-03-01,4304
Alaska,,2021-03-02,4288
Alaska,,2021-03-03,4243
Alaska,,2021-03-04,3905
Alaska,,2021-03-05,3876
Alaska,,2021-03-06,4155
Alaska,,2021-03-07,4329
Alaska,,2021-03-08,4248
Alaska,,2021-03-09,4678
Alaska,,2021-03-10,4917
Alaska,,2021-03-11,5211
Alaska,,2021-03-12,5294
Alaska,,2021-03-13,5092
Alaska,,2021-03-14,5473
Alaska,,2021-03-15,5571
Alaska,,2021-03-16,5280
Alaska,,2021-03-17,5460
Alaska,,2021-03-18,5390
Alaska,,2021-03-19,5361
Alaska,,2021-03-20,5490
Alaska,,2021-03-21,5583
Alaska,,2021-03-22,5493
Alaska,,2021-03-23,5273
Alaska,,2021-03-24,4758
Alaska,,2021-03-25,4773
Alaska,,2021-03-26,4817
Alaska,,2021-03-27,4707
Alaska,,2021-03-28,4152
Alaska,,2021-03-29,3956
Alaska,,2021-03-30,3969
Alaska,,2021-03-31,3991
Alaska,,2021-04-01,3861
Alaska,,2021-04-02,3702
Alaska,,2021-04-03,3513
Alaska,,2021-04-04,3865
Alaska,,2021-04-05,4022
Alaska,,2021-04-06,4050
Alaska,,2021-04-07,4207
Alaska,,2021-04-08,4537
Alaska,,2021-04-09,4664
Alaska,,2021-04-10,5069
Alaska,,2021-04-11,4676
Alaska,,2021-04-12,4831
Alaska,,2021-04-13,9046
Alaska,,2021-04-14,9009
Alaska,,2021-04-15,8075
Alaska,,2021-04-16,8075
Alaska,,2021-04-17,7732
Alaska,,2021-04-18,7745
Alaska,,2021-04-19,7467
Alaska,,2021-04-20,3288
Alaska,,2021-04-21,3574
Alaska,,2021-04-22,4331
American Samoa,ASM,2021-01-13,453
American Samoa,ASM,2021-01-14,424
American Samoa,ASM,2021-01-15,586
American Samoa,ASM,2021-01-16,494
American Samoa,ASM,2021-01-17,439
American Samoa,ASM,2021-01-18,402
American Samoa,ASM,2021-01-19,376
American Samoa,ASM,2021-01-20,391
American Samoa,ASM,2021-01-21,385
American Samoa,ASM,2021-01-22,384
American Samoa,ASM,2021-01-23,390
American Samoa,ASM,2021-01-24,532
American Samoa,ASM,2021-01-25,501
American Samoa,ASM,2021-01-26,508
American Samoa,ASM,2021-01-27,539
American Samoa,ASM,2021-01-28,489
American Samoa,ASM,2021-01-29,479
American Samoa,ASM,2021-01-30,442
American Samoa,ASM,2021-01-31,268
American Samoa,ASM,2021-02-01,388
American Samoa,ASM,2021-02-02,349
American Samoa,ASM,2021-02-03,283
American Samoa,ASM,2021-02-04,310
American Samoa,ASM,2021-02-05,301
American Samoa,ASM,2021-02-06,333
American Samoa,ASM,2021-02-07,333
American Samoa,ASM,2021-02-08,214
American Samoa,ASM,2021-02-09,274
American Samoa,ASM,2021-02-10,322
American Samoa,ASM,2021-02-11,322
American Samoa,ASM,2021-02-12,429
American Samoa,ASM,2021-02-13,446
American Samoa,ASM,2021-02-14,446
American Samoa,ASM,2021-02-15,498
American Samoa,ASM,2021-02-16,490
American Samoa,ASM,2021-02-17,422
American Samoa,ASM,2021-02-18,394
American Samoa,ASM,2021-02-19,177
American Samoa,ASM,2021-02-20,337
American Samoa,ASM,2021-02-21,485
American Samoa,ASM,2021-02-22,439
American Samoa,ASM,2021-02-23,387
American Samoa,ASM,2021-02-24,496
American Samoa,ASM,2021-02-25,496
American Samoa,ASM,2021-02-26,581
American Samoa,ASM,2021-02-27,371
American Samoa,ASM,2021-02-28,223
American Samoa,ASM,2021-03-01,217
American Samoa,ASM,2021-03-02,323
American Samoa,ASM,2021-03-03,191
American Samoa,ASM,2021-03-04,269
American Samoa,ASM,2021-03-05,184
American Samoa,ASM,2021-03-06,184
American Samoa,ASM,2021-03-07,184
American Samoa,ASM,2021-03-08,184
American Samoa,ASM,2021-03-09,78
American Samoa,ASM,2021-03-10,374
American Samoa,ASM,2021-03-11,296
American Samoa,ASM,2021-03-12,296
American Samoa,ASM,2021-03-13,296
American Samoa,ASM,2021-03-14,296
American Samoa,ASM,2021-03-15,382
American Samoa,ASM,2021-03-16,382
American Samoa,ASM,2021-03-17,86
American Samoa,ASM,2021-03-18,86
American Samoa,ASM,2021-03-19,86
American Samoa,ASM,2021-03-20,86
American Samoa,ASM,2021-03-21,86
American Samoa,ASM,2021-03-22,388
American Samoa,ASM,2021-03-23,423
American Samoa,ASM,2021-03-24,505
American Samoa,ASM,2021-03-25,509
American Samoa,ASM,2021-03-26,600
American Samoa,ASM,2021-03-27,604
American Samoa,ASM,2021-03-28,604
American Samoa,ASM,2021-03-29,216
American Samoa,ASM,2021-03-30,259
American Samoa,ASM,2021-03-31,476
American Samoa,ASM,2021-04-01,472
American Samoa,ASM,2021-04-02,465
American Samoa,ASM,2021-04-03,462
American Samoa,ASM,2021-04-04,464
American Samoa,ASM,2021-04-05,464
American Samoa,ASM,2021-04-06,385
American Samoa,ASM,2021-04-07,241
American Samoa,ASM,2021-04-08,248
American Samoa,ASM,2021-04-09,255
American Samoa,ASM,2021-04-10,255
American Samoa,ASM,2021-04-11,341
American Samoa,ASM,2021-04-12,341
American Samoa,ASM,2021-04-13,341
American Samoa,ASM,2021-04-14,276
American Samoa,ASM,2021-04-15,269
American Samoa,ASM,2021-04-16,347
American Samoa,ASM,2021-04-17,347
American Samoa,ASM,2021-04-18,258
American Samoa,ASM,2021-04-19,258
American Samoa,ASM,2021-04-20,258
American Samoa,ASM,2021-04-21,187
American Samoa,ASM,2021-04-22,187
Arizona,,2021-01-13,13390
Arizona,,2021-01-14,16155
Arizona,,2021-01-15,18577
Arizona,,2021-01-16,18257
Arizona,,2021-01-17,18065
Arizona,,2021-01-18,17937
Arizona,,2021-01-19,17846
Arizona,,2021-01-20,18163
Arizona,,2021-01-21,18605
Arizona,,2021-01-22,18895
Arizona,,2021-01-23,20939
Arizona,,2021-01-24,22706
Arizona,,2021-01-25,23526
Arizona,,2021-01-26,23517
Arizona,,2021-01-27,25196
Arizona,,2021-01-28,26179
Arizona,,2021-01-29,27393
Arizona,,2021-01-30,28059
Arizona,,2021-01-31,29069
Arizona,,2021-02-01,29564
Arizona,,2021-02-02,28681
Arizona,,2021-02-03,28255
Arizona,,2021-02-04,28424
Arizona,,2021-02-05,28337
Arizona,,2021-02-06,29917
Arizona,,2021-02-07,30732
Arizona,,2021-02-08,31487
Arizona,,2021-02-09,33164
Arizona,,2021-02-10,34531
Arizona,,2021-02-11,36494
Arizona,,2021-02-12,38691
Arizona,,2021-02-13,39176
Arizona,,2021-02-14,39989
Arizona,,2021-02-15,40122
Arizona,,2021-02-16,41539
Arizona,,2021-02-17,38163
Arizona,,2021-02-18,37314
Arizona,,2021-02-19,55158
Arizona,,2021-02-20,54896
Arizona,,2021-02-21,54360
Arizona,,2021-02-22,54958
Arizona,,2021-02-23,53030
Arizona,,2021-02-24,55863
Arizona,,2021-02-25,57825
Arizona,,2021-02-26,42127
Arizona,,2021-02-27,43278
Arizona,,2021-02-28,46110
Arizona,,2021-03-01,48955
Arizona,,2021-03-02,51993
Arizona,,2021-03-03,53580
Arizona,,2021-03-04,53198
Arizona,,2021-03-05,52476
Arizona,,2021-03-06,45071
Arizona,,2021-03-07,52879
Arizona,,2021-03-08,52280
Arizona,,2021-03-09,50873
Arizona,,2021-03-10,51794
Arizona,,2021-03-11,52921
Arizona,,2021-03-12,54235
Arizona,,2021-03-13,62981
Arizona,,2021-03-14,56433
Arizona,,2021-03-15,55772
Arizona,,2021-03-16,58490
Arizona,,2021-03-17,57709
Arizona,,2021-03-18,57866
Arizona,,2021-03-19,48949
Arizona,,2021-03-20,48762
Arizona,,2021-03-21,47913
Arizona,,2021-03-22,48184
Arizona,,2021-03-23,45042
Arizona,,2021-03-24,44646
Arizona,,2021-03-25,50166
Arizona,,2021-03-26,58308
Arizona,,2021-03-27,59086
Arizona,,2021-03-28,59378
Arizona,,2021-03-29,60022
Arizona,,2021-03-30,61260
Arizona,,2021-03-31,63074
Arizona,,2021-04-01,57997
Arizona,,2021-04-02,58912
Arizona,,2021-04-03,59149
Arizona,,2021-04-04,58794
Arizona,,2021-04-05,58482
Arizona,,2021-04-06,58525
Arizona,,2021-04-07,57644
Arizona,,2021-04-08,55514
Arizona,,2021-04-09,56308
Arizona,,2021-04-10,57204
Arizona,,2021-04-11,57826
Arizona,,2021-04-12,56643
Arizona,,2021-04-13,56417
Arizona,,2021-04-14,56531
Arizona,,2021-04-15,57918
Arizona,,2021-04-16,55841
Arizona,,2021-04-17,55226
Arizona,,2021-04-18,54391
Arizona,,2021-04-19,54470
Arizona,,2021-04-20,53921
Arizona,,2021-04-21,54448
Arizona,,2021-04-22,54571
Arkansas,,2021-01-13,53975
Arkansas,,2021-01-14,33718
Arkansas,,2021-01-15,25820
Arkansas,,2021-01-16,20865
Arkansas,,2021-01-17,17892
Arkansas,,2021-01-18,15910
Arkansas,,2021-01-19,14494
Arkansas,,2021-01-20,11208
Arkansas,,2021-01-21,9285
Arkansas,,2021-01-22,11905
Arkansas,,2021-01-23,11048
Arkansas,,2021-01-24,11986
Arkansas,,2021-01-25,12108
Arkansas,,2021-01-26,13422
Arkansas,,2021-01-27,11359
Arkansas,,2021-01-28,11359
Arkansas,,2021-01-29,9760
Arkansas,,2021-01-30,12425
Arkansas,,2021-01-31,12793
Arkansas,,2021-02-01,12876
Arkansas,,2021-02-02,11169
Arkansas,,2021-02-03,9946
Arkansas,,2021-02-04,12200
Arkansas,,2021-02-05,11597
Arkansas,,2021-02-06,12289
Arkansas,,2021-02-07,12807
Arkansas,,2021-02-08,12919
Arkansas,,2021-02-09,12808
Arkansas,,2021-02-10,13658
Arkansas,,2021-02-11,13225
Arkansas,,2021-02-12,13710
Arkansas,,2021-02-13,11816
Arkansas,,2021-02-14,11299
Arkansas,,2021-02-15,10903
Arkansas,,2021-02-16,11330
Arkansas,,2021-02-17,9842
Arkansas,,2021-02-18,8562
Arkansas,,2021-02-19,10018
Arkansas,,2021-02-20,9074
Arkansas,,2021-02-21,7990
Arkansas,,2021-02-22,8204
Arkansas,,2021-02-23,8108
Arkansas,,2021-02-24,9645
Arkansas,,2021-02-25,11688
Arkansas,,2021-02-26,11531
Arkansas,,2021-02-27,14537
Arkansas,,2021-02-28,17263
Arkansas,,2021-03-01,18023
Arkansas,,2021-03-02,18660
Arkansas,,2021-03-03,18995
Arkansas,,2021-03-04,18831
Arkansas,,2021-03-05,17967
Arkansas,,2021-03-06,17353
Arkansas,,2021-03-07,16564
Arkansas,,2021-03-08,15969
Arkansas,,2021-03-09,15991
Arkansas,,2021-03-10,15964
Arkansas,,2021-03-11,13675
Arkansas,,2021-03-12,16122
Arkansas,,2021-03-13,19784
Arkansas,,2021-03-14,16767
Arkansas,,2021-03-15,17033
Arkansas,,2021-03-16,16330
Arkansas,,2021-03-17,16211
Arkansas,,2021-03-18,18539
Arkansas,,2021-03-19,16616
Arkansas,,2021-03-20,13192
Arkansas,,2021-03-21,16694
Arkansas,,2021-03-22,16570
Arkansas,,2021-03-23,16479
Arkansas,,2021-03-24,17120
Arkansas,,2021-03-25,18064
Arkansas,,2021-03-26,19037
Arkansas,,2021-03-27,19925
Arkansas,,2021-03-28,20629
Arkansas,,2021-03-29,20738
Arkansas,,2021-03-30,20956
Arkansas,,2021-03-31,21542
Arkansas,,2021-04-01,21951
Arkansas,,2021-04-02,22557
Arkansas,,2021-04-03,27298
Arkansas,,2021-04-04,23274
Arkansas,,2021-04-05,23189
Arkansas,,2021-04-06,23719
Arkansas,,2021-04-07,23990
Arkansas,,2021-04-08,24232
Arkansas,,2021-04-09,23095
Arkansas,,2021-04-10,19233
Arkansas,,2021-04-11,23211
Arkansas,,2021-04-12,23244
Arkansas,,2021-04-13,22724
Arkansas,,2021-04-14,22439
Arkansas,,2021-04-15,22221
Arkansas,,2021-04-16,22285
Arkansas,,2021-04-17,20800
Arkansas,,2021-04-18,20359
Arkansas,,2021-04-19,19942
Arkansas,,2021-04-20,20109
Arkansas,,2021-04-21,19587
Arkansas,,2021-04-22,18842
Bureau of Prisons,,2021-01-13,1031
Bureau of Prisons,,2021-01-14,728
Bureau of Prisons,,2021-01-15,674
Bureau of Prisons,,2021-01-16,564
Bureau of Prisons,,2021-01-17,499
Bureau of Prisons,,2021-01-18,455
Bureau of Prisons,,2021-01-19,424
Bureau of Prisons,,2021-01-20,483
Bureau of Prisons,,2021-01-21,674
Bureau of Prisons,,2021-01-22,661
Bureau of Prisons,,2021-01-23,918
Bureau of Prisons,,2021-01-24,989
Bureau of Prisons,,2021-01-25,995
Bureau of Prisons,,2021-01-26,1126
Bureau of Prisons,,2021-01-27,1179
Bureau of Prisons,,2021-01-28,1097
Bureau of Prisons,,2021-01-29,1206
Bureau of Prisons,,2021-01-30,1086
Bureau of Prisons,,2021-01-31,1029
Bureau of Prisons,,2021-02-01,989
Bureau of Prisons,,2021-02-02,977
Bureau of Prisons,,2021-02-03,990
Bureau of Prisons,,2021-02-04,1097
Bureau of Prisons,,2021-02-05,1201
Bureau of Prisons,,2021-02-06,1239
Bureau of Prisons,,2021-02-07,1293
Bureau of Prisons,,2021-02-08,1293
Bureau of Prisons,,2021-02-09,1242
Bureau of Prisons,,2021-02-10,1214
Bureau of Prisons,,2021-02-11,1140
Bureau of Prisons,,2021-02-12,1065
Bureau of Prisons,,2021-02-13,1044
Bureau of Prisons,,2021-02-14,1033
Bureau of Prisons,,2021-02-15,1071
Bureau of Prisons,,2021-02-16,1007
Bureau of Prisons,,2021-02-17,838
Bureau of Prisons,,2021-02-18,696
Bureau of Prisons,,2021-02-19,614
Bureau of Prisons,,2021-02-20,592
Bureau of Prisons,,2021-02-21,672
Bureau of Prisons,,2021-02-22,646
Bureau of Prisons,,2021-02-23,665
Bureau of Prisons,,2021-02-24,731
Bureau of Prisons,,2021-02-25,864
Bureau of Prisons,,2021-02-26,1069
Bureau of Prisons,,2021-02-27,1166
Bureau of Prisons,,2021-02-28,1145
Bureau of Prisons,,2021-03-01,1134
Bureau of Prisons,,2021-03-02,1180
Bureau of Prisons,,2021-03-03,1288
Bureau of Prisons,,2021-03-04,1611
Bureau of Prisons,,2021-03-05,1819
Bureau of Prisons,,2021-03-06,1789
Bureau of Prisons,,2021-03-07,1699
Bureau of Prisons,,2021-03-08,1699
Bureau of Prisons,,2021-03-09,1648
Bureau of Prisons,,2021-03-10,1501
Bureau of Prisons,,2021-03-11,1407
Bureau of Prisons,,2021-03-12,1238
Bureau of Prisons,,2021-03-13,1275
Bureau of Prisons,,2021-03-14,1216
Bureau of Prisons,,2021-03-15,1216
Bureau of Prisons,,2021-03-16,1214
Bureau of Prisons,,2021-03-17,1242
Bureau of Prisons,,2021-03-18,1139
Bureau of Prisons,,2021-03-19,1078
Bureau of Prisons,,2021-03-20,1046
Bureau of Prisons,,2021-03-21,1168
Bureau of Prisons,,2021-03-22,1196
Bureau of Prisons,,2021-03-23,1171
Bureau of Prisons,,2021-03-24,1199
Bureau of Prisons,,2021-03-25,1571
Bureau of Prisons,,2021-03-26,1796
Bureau of Prisons,,2021-03-27,1879
Bureau of Prisons,,2021-03-28,1846
Bureau of Prisons,,2021-03-29,1819
Bureau of Prisons,,2021-03-30,1808
Bureau of Prisons,,2021-03-31,1679
Bureau of Prisons,,2021-04-01,1757
Bureau of Prisons,,2021-04-02,1723
Bureau of Prisons,,2021-04-03,1516
Bureau of Prisons,,2021-04-04,1488
Bureau of Prisons,,2021-04-05,1488
Bureau of Prisons,,2021-04-06,1489
Bureau of Prisons,,2021-04-07,1616
Bureau of Prisons,,2021-04-08,1738
Bureau of Prisons,,2021-04-09,1730
Bureau of Prisons,,2021-04-10,2023
Bureau of Prisons,,2021-04-11,2100
Bureau of Prisons,,2021-04-12,2104
Bureau of Prisons,,2021-04-13,2108
Bureau of Prisons,,2021-04-14,2155
Bureau of Prisons,,2021-04-15,1281
Bureau of Prisons,,2021-04-16,1227
Bureau of Prisons,,2021-04-17,1007
Bureau of Prisons,,2021-04-18,917
Bureau of Prisons,,2021-04-19,913
Bureau of Prisons,,2021-04-20,903
Bureau of Prisons,,2021-04-21,826
Bureau of Prisons,,2021-04-22,1271
California,,2021-01-13,75188
California,,2021-01-14,79496
California,,2021-01-15,85553
California,,2021-01-16,88381
California,,2021-01-17,90079
California,,2021-01-18,91210
California,,2021-01-19,92018
California,,2021-01-20,91549
California,,2021-01-21,94083
California,,2021-01-22,104389
California,,2021-01-23,119770
California,,2021-01-24,133316
California,,2021-01-25,138153
California,,2021-01-26,140878
California,,2021-01-27,149620
California,,2021-01-28,159000
California,,2021-01-29,158126
California,,2021-01-30,155366
California,,2021-01-31,155063
California,,2021-02-01,160379
California,,2021-02-02,156749
California,,2021-02-03,155950
California,,2021-02-04,139561
California,,2021-02-05,144296
California,,2021-02-06,148831
California,,2021-02-07,171402
California,,2021-02-08,175654
California,,2021-02-09,177237
California,,2021-02-10,183712
California,,2021-02-11,201580
California,,2021-02-12,202925
California,,2021-02-13,203565
California,,2021-02-14,190746
California,,2021-02-15,190404
California,,2021-02-16,203788
California,,2021-02-17,195102
California,,2021-02-18,194468
California,,2021-02-19,231928
California,,2021-02-20,234166
California,,2021-02-21,233297
California,,2021-02-22,227005
California,,2021-02-23,216733
California,,2021-02-24,221857
California,,2021-02-25,223997
California,,2021-02-26,192335
California,,2021-02-27,194965
California,,2021-02-28,195368
California,,2021-03-01,214479
California,,2021-03-02,252715
California,,2021-03-03,265023
California,,2021-03-04,256584
California,,2021-03-05,251504
California,,2021-03-06,264079
California,,2021-03-07,259101
California,,2021-03-08,242771
California,,2021-03-09,204065
California,,2021-03-10,190191
California,,2021-03-11,194328
California,,2021-03-12,193794
California,,2021-03-13,209548
California,,2021-03-14,178375
California,,2021-03-15,214448
California,,2021-03-16,251553
California,,2021-03-17,299789
California,,2021-03-18,334655
California,,2021-03-19,350707
California,,2021-03-20,342038
California,,2021-03-21,403543
California,,2021-03-22,392009
California,,2021-03-23,380370
California,,2021-03-24,361552
California,,2021-03-25,357025
California,,2021-03-26,377779
California,,2021-03-27,381256
California,,2021-03-28,375263
California,,2021-03-29,378982
California,,2021-03-30,367579
California,,2021-03-31,361646
California,,2021-04-01,363128
California,,2021-04-02,351209
California,,2021-04-03,357814
California,,2021-04-04,375343
California,,2021-04-05,372228
California,,2021-04-06,366223
California,,2021-04-07,377497
California,,2021-04-08,377051
California,,2021-04-09,391393
California,,2021-04-10,404572
California,,2021-04-11,398820
California,,2021-04-12,388844
California,,2021-04-13,391650
California,,2021-04-14,407905
California,,2021-04-15,428384
California,,2021-04-16,474575
California,,2021-04-17,469733
California,,2021-04-18,476835
California,,2021-04-19,486322
California,,2021-04-20,494575
California,,2021-04-21,470327
California,,2021-04-22,448969
Colorado,,2021-01-13,15237
Colorado,,2021-01-14,15139
Colorado,,2021-01-15,15935
Colorado,,2021-01-16,15580
Colorado,,2021-01-17,15367
Colorado,,2021-01-18,15225
Colorado,,2021-01-19,15123
Colorado,,2021-01-20,14396
Colorado,,2021-01-21,14070
Colorado,,2021-01-22,15007
Colorado,,2021-01-23,12934
Colorado,,2021-01-24,19033
Colorado,,2021-01-25,18872
Colorado,,2021-01-26,18208
Colorado,,2021-01-27,19156
Colorado,,2021-01-28,20359
Colorado,,2021-01-29,20657
Colorado,,2021-01-30,24010
Colorado,,2021-01-31,19248
Colorado,,2021-02-01,20272
Colorado,,2021-02-02,20514
Colorado,,2021-02-03,20371
Colorado,,2021-02-04,20460
Colorado,,2021-02-05,19975
Colorado,,2021-02-06,21358
Colorado,,2021-02-07,22952
Colorado,,2021-02-08,23168
Colorado,,2021-02-09,22316
Colorado,,2021-02-10,24274
Colorado,,2021-02-11,25169
Colorado,,2021-02-12,26131
Colorado,,2021-02-13,27246
Colorado,,2021-02-14,28130
Colorado,,2021-02-15,30249
Colorado,,2021-02-16,34720
Colorado,,2021-02-17,33875
Colorado,,2021-02-18,33990
Colorado,,2021-02-19,41118
Colorado,,2021-02-20,40331
Colorado,,2021-02-21,39336
Colorado,,2021-02-22,38285
Colorado,,2021-02-23,33267
Colorado,,2021-02-24,34876
Colorado,,2021-02-25,34456
Colorado,,2021-02-26,27248
Colorado,,2021-02-27,22403
Colorado,,2021-02-28,24202
Colorado,,2021-03-01,25887
Colorado,,2021-03-02,27913
Colorado,,2021-03-03,27679
Colorado,,2021-03-04,28668
Colorado,,2021-03-05,29383
Colorado,,2021-03-06,36492
Colorado,,2021-03-07,36417
Colorado,,2021-03-08,30650
Colorado,,2021-03-09,31695
Colorado,,2021-03-10,33203
Colorado,,2021-03-11,38451
Colorado,,2021-03-12,41169
Colorado,,2021-03-13,42625
Colorado,,2021-03-14,36020
Colorado,,2021-03-15,43751
Colorado,,2021-03-16,42517
Colorado,,2021-03-17,41865
Colorado,,2021-03-18,37878
Colorado,,2021-03-19,37605
Colorado,,2021-03-20,44230
Colorado,,2021-03-21,53105
Colorado,,2021-03-22,48992
Colorado,,2021-03-23,51727
Colorado,,2021-03-24,50937
Colorado,,2021-03-25,51384
Colorado,,2021-03-26,51867
Colorado,,2021-03-27,44676
Colorado,,2021-03-28,45531
Colorado,,2021-03-29,46590
Colorado,,2021-03-30,47840
Colorado,,2021-03-31,49594
Colorado,,2021-04-01,51019
Colorado,,2021-04-02,51519
Colorado,,2021-04-03,53895
Colorado,,2021-04-04,55017
Colorado,,2021-04-05,53844
Colorado,,2021-04-06,53228
Colorado,,2021-04-07,55430
Colorado,,2021-04-08,54810
Colorado,,2021-04-09,54395
Colorado,,2021-04-10,55437
Colorado,,2021-04-11,54577
Colorado,,2021-04-12,61132
Colorado,,2021-04-13,63731
Colorado,,2021-04-14,64075
Colorado,,2021-04-15,64837
Colorado,,2021-04-16,65974
Colorado,,2021-04-17,64067
Colorado,,2021-04-18,64895
Colorado,,2021-04-19,62680
Colorado,,2021-04-20,60973
Colorado,,2021-04-21,59197
Colorado,,2021-04-22,60061
Connecticut,,2021-01-13,10480
Connecticut,,2021-01-14,10251
Connecticut,,2021-01-15,11490
Connecticut,,2021-01-16,11346
Connecticut,,2021-01-17,11260
Connecticut,,2021-01-18,11202
Connecticut,,2021-01-19,11161
Connecticut,,2021-01-20,11609
Connecticut,,2021-01-21,13259
Connecticut,,2021-01-22,14511
Connecticut,,2021-01-23,15716
Connecticut,,2021-01-24,16292
Connecticut,,2021-01-25,16094
Connecticut,,2021-01-26,16160
Connecticut,,2021-01-27,16836
Connecticut,,2021-01-28,16636
Connecticut,,2021-01-29,16561
Connecticut,,2021-01-30,16342
Connecticut,,2021-01-31,16444
Connecticut,,2021-02-01,16856
Connecticut,,2021-02-02,16207
Connecticut,,2021-02-03,14860
Connecticut,,2021-02-04,14381
Connecticut,,2021-02-05,14140
Connecticut,,2021-02-06,14030
Connecticut,,2021-02-07,13871
Connecticut,,2021-02-08,13309
Connecticut,,2021-02-09,14033
Connecticut,,2021-02-10,15677
Connecticut,,2021-02-11,16918
Connecticut,,2021-02-12,17762
Connecticut,,2021-02-13,19338
Connecticut,,2021-02-14,20109
Connecticut,,2021-02-15,21501
Connecticut,,2021-02-16,22403
